#,Date-Time (EST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,02/06/2021 20:00:00,8.58,1539.20,,,,
2,02/06/2021 20:10:00,8.75,1352.96,,,,
3,02/06/2021 20:20:00,8.62,1156.48,,,,
4,02/06/2021 20:30:00,8.79,961.60,,,,
5,02/06/2021 20:40:00,8.66,765.44,,,,
6,02/06/2021 20:50:00,8.75,615.04,,,,
7,02/06/2021 21:00:00,8.66,520.96,,,,
8,02/06/2021 21:10:00,8.71,439.36,,,,
9,02/06/2021 21:20:00,8.71,356.16,,,,
10,02/06/2021 21:30:00,8.71,269.68,,,,
11,02/06/2021 21:40:00,8.71,183.92,,,,
12,02/06/2021 21:50:00,8.66,96.48,,,,
13,02/06/2021 22:00:00,8.71,0.00,,,,
14,02/06/2021 22:10:00,8.66,0.00,,,,
15,02/06/2021 22:20:00,8.66,0.00,,,,
16,02/06/2021 22:30:00,8.62,0.00,,,,
17,02/06/2021 22:40:00,8.71,0.00,,,,
18,02/06/2021 22:50:00,8.53,0.00,,,,
19,02/06/2021 23:00:00,8.71,0.00,,,,
20,02/06/2021 23:10:00,8.58,0.00,,,,
21,02/06/2021 23:20:00,8.66,0.00,,,,
22,02/06/2021 23:30:00,8.58,0.00,,,,
23,02/06/2021 23:40:00,8.75,0.00,,,,
24,02/06/2021 23:50:00,8.53,0.00,,,,
25,02/07/2021 00:00:00,8.71,0.00,,,,
26,02/07/2021 00:10:00,8.66,0.00,,,,
27,02/07/2021 00:20:00,8.71,0.00,,,,
28,02/07/2021 00:30:00,8.58,0.00,,,,
29,02/07/2021 00:40:00,8.71,0.00,,,,
30,02/07/2021 00:50:00,8.53,0.00,,,,
31,02/07/2021 01:00:00,8.71,0.00,,,,
32,02/07/2021 01:10:00,8.53,0.00,,,,
33,02/07/2021 01:20:00,8.75,0.00,,,,
34,02/07/2021 01:30:00,8.45,0.00,,,,
35,02/07/2021 01:40:00,8.75,0.00,,,,
36,02/07/2021 01:50:00,8.53,0.00,,,,
37,02/07/2021 02:00:00,8.79,0.00,,,,
38,02/07/2021 02:10:00,8.58,0.00,,,,
39,02/07/2021 02:20:00,8.79,0.00,,,,
40,02/07/2021 02:30:00,8.58,0.00,,,,
41,02/07/2021 02:40:00,8.75,0.00,,,,
42,02/07/2021 02:50:00,8.62,0.00,,,,
43,02/07/2021 03:00:00,8.75,0.00,,,,
44,02/07/2021 03:10:00,8.58,0.00,,,,
45,02/07/2021 03:20:00,8.79,0.00,,,,
46,02/07/2021 03:30:00,8.66,0.00,,,,
47,02/07/2021 03:40:00,8.66,0.00,,,,
48,02/07/2021 03:50:00,8.66,0.00,,,,
49,02/07/2021 04:00:00,8.58,0.00,,,,
50,02/07/2021 04:10:00,8.75,0.00,,,,
51,02/07/2021 04:20:00,8.58,0.00,,,,
52,02/07/2021 04:30:00,8.79,0.00,,,,
53,02/07/2021 04:40:00,8.66,0.00,,,,
54,02/07/2021 04:50:00,8.49,0.00,,,,
55,02/07/2021 05:00:00,8.75,0.00,,,,
56,02/07/2021 05:10:00,8.62,0.00,,,,
57,02/07/2021 05:20:00,8.75,0.00,,,,
58,02/07/2021 05:30:00,8.75,0.00,,,,
59,02/07/2021 05:40:00,8.58,0.00,,,,
60,02/07/2021 05:50:00,8.75,0.00,,,,
61,02/07/2021 06:00:00,8.71,0.00,,,,
62,02/07/2021 06:10:00,8.53,77.98,,,,
63,02/07/2021 06:20:00,8.83,161.20,,,,
64,02/07/2021 06:30:00,8.66,245.20,,,,
65,02/07/2021 06:40:00,8.58,330.88,,,,
66,02/07/2021 06:50:00,8.75,416.80,,,,
67,02/07/2021 07:00:00,8.58,496.48,,,,
68,02/07/2021 07:10:00,8.75,576.96,,,,
69,02/07/2021 07:20:00,8.66,678.08,,,,
70,02/07/2021 07:30:00,8.58,902.40,,,,
71,02/07/2021 07:40:00,8.79,1088.64,,,,
72,02/07/2021 07:50:00,8.58,1259.52,,,,
73,02/07/2021 08:00:00,8.79,1424.64,,,,
74,02/07/2021 08:10:00,8.66,1611.52,,,,
75,02/07/2021 08:20:00,8.62,1769.60,,,,
76,02/07/2021 08:30:00,8.75,1955.20,,,,
77,02/07/2021 08:40:00,8.49,2105.60,,,,
78,02/07/2021 08:50:00,8.79,2299.52,,,,
79,02/07/2021 09:00:00,8.62,2445.44,,,,
80,02/07/2021 09:10:00,8.83,2584.32,,,,
81,02/07/2021 09:20:00,8.66,2778.88,,,,
82,02/07/2021 09:30:00,8.79,2923.52,,,,
83,02/07/2021 09:40:00,8.79,3051.52,,,,
84,02/07/2021 09:50:00,8.53,3196.16,,,,
85,02/07/2021 10:00:00,8.83,3343.36,,,,
86,02/07/2021 10:10:00,8.62,3370.24,,,,
87,02/07/2021 10:20:00,8.88,3343.36,,,,
88,02/07/2021 10:30:00,8.66,3375.36,,,,
89,02/07/2021 10:40:00,8.79,3322.88,,,,
90,02/07/2021 10:50:00,8.75,3360.00,,,,
91,02/07/2021 11:00:00,8.79,3351.04,,,,
92,02/07/2021 11:10:00,8.75,3376.64,,,,
93,02/07/2021 11:20:00,8.62,3344.64,,,,
94,02/07/2021 11:30:00,8.83,3342.08,,,,
95,02/07/2021 11:40:00,8.58,3334.40,,,,
96,02/07/2021 11:50:00,8.83,3338.24,,,,
97,02/07/2021 12:00:00,8.62,3458.56,,,,
98,02/07/2021 12:10:00,8.88,3458.56,,,,
99,02/07/2021 12:20:00,8.58,3435.52,,,,
100,02/07/2021 12:30:00,8.83,3408.64,,,,
101,02/07/2021 12:40:00,8.62,3413.76,,,,
102,02/07/2021 12:50:00,8.83,3411.20,,,,
103,02/07/2021 13:00:00,8.62,3388.16,,,,
104,02/07/2021 13:10:00,8.88,3392.00,,,,
105,02/07/2021 13:20:00,8.66,3383.04,,,,
106,02/07/2021 13:30:00,8.79,3356.16,,,,
