#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,End of File
1,02/06/2021 20:00:00,8.49,1522,,,,
2,02/06/2021 20:10:00,8.66,1307,,,,
3,02/06/2021 20:20:00,8.45,1095,,,,
4,02/06/2021 20:30:00,8.66,900,,,,
5,02/06/2021 20:40:00,8.49,747,,,,
6,02/06/2021 20:50:00,8.62,564,,,,
7,02/06/2021 21:00:00,8.49,598,,,,
8,02/06/2021 21:10:00,8.62,503,,,,
9,02/06/2021 21:20:00,8.45,401,,,,
10,02/06/2021 21:30:00,8.62,299,,,,
11,02/06/2021 21:40:00,8.41,202,,,,
12,02/06/2021 21:50:00,8.58,100,,,,
13,02/06/2021 22:00:00,8.32,0,,,,
14,02/06/2021 22:10:00,8.62,0,,,,
15,02/06/2021 22:20:00,8.32,0,,,,
16,02/06/2021 22:30:00,8.58,0,,,,
17,02/06/2021 22:40:00,8.41,0,,,,
18,02/06/2021 22:50:00,8.58,0,,,,
19,02/06/2021 23:00:00,8.36,0,,,,
20,02/06/2021 23:10:00,8.58,0,,,,
21,02/06/2021 23:20:00,8.41,0,,,,
22,02/06/2021 23:30:00,8.53,0,,,,
23,02/06/2021 23:40:00,8.45,0,,,,
24,02/06/2021 23:50:00,8.49,0,,,,
25,02/07/2021 00:00:00,8.49,0,,,,
26,02/07/2021 00:10:00,8.49,0,,,,
27,02/07/2021 00:20:00,8.58,0,,,,
28,02/07/2021 00:30:00,8.41,0,,,,
29,02/07/2021 00:40:00,8.58,0,,,,
30,02/07/2021 00:50:00,8.36,0,,,,
31,02/07/2021 01:00:00,8.62,0,,,,
32,02/07/2021 01:10:00,8.36,0,,,,
33,02/07/2021 01:20:00,8.62,0,,,,
34,02/07/2021 01:30:00,8.32,0,,,,
35,02/07/2021 01:40:00,8.53,0,,,,
36,02/07/2021 01:50:00,8.36,0,,,,
37,02/07/2021 02:00:00,8.58,0,,,,
38,02/07/2021 02:10:00,8.36,0,,,,
39,02/07/2021 02:20:00,8.58,0,,,,
40,02/07/2021 02:30:00,8.41,0,,,,
41,02/07/2021 02:40:00,8.58,0,,,,
42,02/07/2021 02:50:00,8.41,0,,,,
43,02/07/2021 03:00:00,8.62,0,,,,
44,02/07/2021 03:10:00,8.45,0,,,,
45,02/07/2021 03:20:00,8.49,0,,,,
46,02/07/2021 03:30:00,8.49,0,,,,
47,02/07/2021 03:40:00,8.53,0,,,,
48,02/07/2021 03:50:00,8.45,0,,,,
49,02/07/2021 04:00:00,8.53,0,,,,
50,02/07/2021 04:10:00,8.49,0,,,,
51,02/07/2021 04:20:00,8.58,0,,,,
52,02/07/2021 04:30:00,8.45,0,,,,
53,02/07/2021 04:40:00,8.66,0,,,,
54,02/07/2021 04:50:00,8.41,0,,,,
55,02/07/2021 05:00:00,8.53,0,,,,
56,02/07/2021 05:10:00,8.32,0,,,,
