#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,End of File
1,02/06/2021 20:00:00,9.44,1665,,,,
2,02/06/2021 20:10:00,9.48,1453,,,,
3,02/06/2021 20:20:00,9.39,1229,,,,
4,02/06/2021 20:30:00,9.35,1001,,,,
5,02/06/2021 20:40:00,9.26,746,,,,
6,02/06/2021 20:50:00,9.31,708,,,,
7,02/06/2021 21:00:00,9.35,594,,,,
8,02/06/2021 21:10:00,9.22,473,,,,
9,02/06/2021 21:20:00,9.14,393,,,,
10,02/06/2021 21:30:00,9.05,286,,,,
11,02/06/2021 21:40:00,9.01,203,,,,
12,02/06/2021 21:50:00,9.05,100,,,,
13,02/06/2021 22:00:00,9.01,0,,,,
14,02/06/2021 22:10:00,8.92,0,,,,
15,02/06/2021 22:20:00,8.79,0,,,,
16,02/06/2021 22:30:00,8.75,0,,,,
17,02/06/2021 22:40:00,8.88,0,,,,
18,02/06/2021 22:50:00,8.92,0,,,,
19,02/06/2021 23:00:00,8.79,0,,,,
20,02/06/2021 23:10:00,8.71,0,,,,
21,02/06/2021 23:20:00,8.66,0,,,,
22,02/06/2021 23:30:00,8.58,0,,,,
23,02/06/2021 23:40:00,8.58,0,,,,
24,02/06/2021 23:50:00,8.66,0,,,,
25,02/07/2021 00:00:00,8.62,0,,,,
26,02/07/2021 00:10:00,8.49,0,,,,
27,02/07/2021 00:20:00,8.83,0,,,,
28,02/07/2021 00:30:00,8.88,0,,,,
29,02/07/2021 00:40:00,8.92,0,,,,
30,02/07/2021 00:50:00,8.96,0,,,,
31,02/07/2021 01:00:00,8.83,0,,,,
32,02/07/2021 01:10:00,8.75,0,,,,
33,02/07/2021 01:20:00,8.62,0,,,,
34,02/07/2021 01:30:00,8.58,0,,,,
35,02/07/2021 01:40:00,8.62,0,,,,
36,02/07/2021 01:50:00,8.71,0,,,,
37,02/07/2021 02:00:00,8.66,0,,,,
38,02/07/2021 02:10:00,8.53,0,,,,
39,02/07/2021 02:20:00,8.49,0,,,,
40,02/07/2021 02:30:00,8.58,0,,,,
41,02/07/2021 02:40:00,8.71,0,,,,
42,02/07/2021 02:50:00,8.66,0,,,,
43,02/07/2021 03:00:00,8.62,0,,,,
