#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,End of File
1,02/06/2021 20:00:00,4.89,1617,,,,
2,02/06/2021 20:10:00,4.67,1447,,,,
3,02/06/2021 20:20:00,4.50,1241,,,,
4,02/06/2021 20:30:00,4.37,1041,,,,
5,02/06/2021 20:40:00,4.29,875,,,,
6,02/06/2021 20:50:00,4.63,708,,,,
7,02/06/2021 21:00:00,5.10,608,,,,
8,02/06/2021 21:10:00,5.57,518,,,,
9,02/06/2021 21:20:00,5.45,425,,,,
10,02/06/2021 21:30:00,5.06,322,,,,
11,02/06/2021 21:40:00,4.67,219,,,,
12,02/06/2021 21:50:00,4.42,117,,,,
13,02/06/2021 22:00:00,4.50,0,,,,
14,02/06/2021 22:10:00,4.93,0,,,,
15,02/06/2021 22:20:00,5.40,0,,,,
16,02/06/2021 22:30:00,5.70,0,,,,
17,02/06/2021 22:40:00,5.36,0,,,,
18,02/06/2021 22:50:00,5.06,0,,,,
19,02/06/2021 23:00:00,4.80,0,,,,
20,02/06/2021 23:10:00,4.54,0,,,,
21,02/06/2021 23:20:00,4.29,0,,,,
22,02/06/2021 23:30:00,4.59,0,,,,
23,02/06/2021 23:40:00,4.97,0,,,,
24,02/06/2021 23:50:00,5.27,0,,,,
25,02/07/2021 00:00:00,5.57,0,,,,
26,02/07/2021 00:10:00,5.62,0,,,,
27,02/07/2021 00:20:00,5.27,0,,,,
28,02/07/2021 00:30:00,4.97,0,,,,
29,02/07/2021 00:40:00,4.72,0,,,,
30,02/07/2021 00:50:00,4.50,0,,,,
31,02/07/2021 01:00:00,4.33,0,,,,
32,02/07/2021 01:10:00,4.63,0,,,,
33,02/07/2021 01:20:00,4.93,0,,,,
34,02/07/2021 01:30:00,5.27,0,,,,
35,02/07/2021 01:40:00,5.62,0,,,,
36,02/07/2021 01:50:00,5.62,0,,,,
37,02/07/2021 02:00:00,5.27,0,,,,
38,02/07/2021 02:10:00,4.93,0,,,,
39,02/07/2021 02:20:00,4.67,0,,,,
40,02/07/2021 02:30:00,4.50,0,,,,
41,02/07/2021 02:40:00,4.29,0,,,,
42,02/07/2021 02:50:00,4.50,0,,,,
43,02/07/2021 03:00:00,4.93,0,,,,
44,02/07/2021 03:10:00,5.23,0,,,,
45,02/07/2021 03:20:00,5.57,0,,,,
46,02/07/2021 03:30:00,5.62,0,,,,
47,02/07/2021 03:40:00,5.27,0,,,,
48,02/07/2021 03:50:00,5.02,0,,,,
49,02/07/2021 04:00:00,4.80,0,,,,
50,02/07/2021 04:10:00,4.59,0,,,,
51,02/07/2021 04:20:00,4.46,0,,,,
52,02/07/2021 04:30:00,4.33,0,,,,
53,02/07/2021 04:40:00,4.33,0,,,,
54,02/07/2021 04:50:00,4.80,0,,,,
55,02/07/2021 05:00:00,5.27,0,,,,
56,02/07/2021 05:10:00,5.70,0,,,,
57,02/07/2021 05:20:00,5.49,0,,,,
58,02/07/2021 05:30:00,5.23,0,,,,
59,02/07/2021 05:40:00,4.97,0,,,,
60,02/07/2021 05:50:00,4.72,0,,,,
61,02/07/2021 06:00:00,4.59,0,,,,
62,02/07/2021 06:10:00,4.46,97,,,,
63,02/07/2021 06:20:00,4.42,202,,,,
64,02/07/2021 06:30:00,4.29,306,,,,
65,02/07/2021 06:40:00,4.59,402,,,,
66,02/07/2021 06:50:00,5.02,514,,,,
67,02/07/2021 07:00:00,5.53,596,,,,
68,02/07/2021 07:10:00,5.62,698,,,,
69,02/07/2021 07:20:00,5.32,822,,,,
70,02/07/2021 07:30:00,5.06,1043,,,,
71,02/07/2021 07:40:00,4.84,1264,,,,
72,02/07/2021 07:50:00,4.63,1443,,,,
73,02/07/2021 08:00:00,4.50,1642,,,,
74,02/07/2021 08:10:00,4.37,1857,,,,
75,02/07/2021 08:20:00,4.29,2044,,,,
76,02/07/2021 08:30:00,4.67,2216,,,,
77,02/07/2021 08:40:00,5.23,2412,,,,
78,02/07/2021 08:50:00,5.66,2607,,,,
79,02/07/2021 09:00:00,5.62,2787,,,,
80,02/07/2021 09:10:00,5.27,2948,,,,
81,02/07/2021 09:20:00,5.06,3123,,,,
82,02/07/2021 09:30:00,4.84,3324,,,,
83,02/07/2021 09:40:00,4.67,3480,,,,
84,02/07/2021 09:50:00,4.50,3656,,,,
85,02/07/2021 10:00:00,4.37,3808,,,,
86,02/07/2021 10:10:00,4.59,3811,,,,
87,02/07/2021 10:20:00,5.02,3817,,,,
88,02/07/2021 10:30:00,5.49,3827,,,,
89,02/07/2021 10:40:00,5.83,3831,,,,
90,02/07/2021 10:50:00,5.40,3834,,,,
91,02/07/2021 11:00:00,5.15,3811,,,,
92,02/07/2021 11:10:00,4.89,3834,,,,
93,02/07/2021 11:20:00,4.67,3821,,,,
94,02/07/2021 11:30:00,4.59,3814,,,,
95,02/07/2021 11:40:00,4.42,3811,,,,
96,02/07/2021 11:50:00,4.54,3811,,,,
97,02/07/2021 12:00:00,4.84,3817,,,,
98,02/07/2021 12:10:00,5.19,3800,,,,
99,02/07/2021 12:20:00,5.49,3817,,,,
100,02/07/2021 12:30:00,5.83,3811,,,,
101,02/07/2021 12:40:00,5.57,3817,,,,
102,02/07/2021 12:50:00,5.23,3814,,,,
103,02/07/2021 13:00:00,4.97,3817,,,,
104,02/07/2021 13:10:00,4.76,3800,,,,
105,02/07/2021 13:20:00,4.59,3814,,,,
106,02/07/2021 13:30:00,4.42,3817,,,,
107,02/07/2021 13:40:00,4.50,3811,,,,
108,02/07/2021 13:50:00,4.93,3814,,,,
109,02/07/2021 14:00:00,5.36,3821,,,,
110,02/07/2021 14:10:00,5.66,3804,,,,
111,02/07/2021 14:20:00,5.66,3804,,,,
112,02/07/2021 14:30:00,5.23,3811,,,,
113,02/07/2021 14:40:00,4.84,3808,,,,
114,02/07/2021 14:50:00,4.59,3808,,,,
115,02/07/2021 15:00:00,4.42,3814,,,,
116,02/07/2021 15:10:00,4.89,3800,,,,
117,02/07/2021 15:20:00,5.32,3808,,,,
118,02/07/2021 15:30:00,5.70,3814,,,,
119,02/07/2021 15:40:00,5.62,3800,,,,
120,02/07/2021 15:50:00,5.23,3804,,,,
121,02/07/2021 16:00:00,4.84,3804,,,,
122,02/07/2021 16:10:00,4.50,3804,,,,
123,02/07/2021 16:20:00,4.46,3811,,,,
124,02/07/2021 16:30:00,4.80,3811,,,,
125,02/07/2021 16:40:00,5.10,3791,,,,
126,02/07/2021 16:50:00,5.36,3798,,,,
127,02/07/2021 17:00:00,5.75,3814,,,,
128,02/07/2021 17:10:00,5.70,3788,,,,
129,02/07/2021 17:20:00,5.27,3794,,,,
130,02/07/2021 17:30:00,5.02,3808,,,,
131,02/07/2021 17:40:00,4.76,3798,,,,
132,02/07/2021 17:50:00,4.54,3798,,,,
